,nome,estado
4800,São José dos Ramos,Paraíba
4801,São Julião,Piauí
4802,São Leopoldo,Rio Grande do Sul
4803,São Lourenço,Minas Gerais
4804,São Lourenço da Mata,Pernambuco
4805,São Lourenço da Serra,São Paulo
4806,São Lourenço do Oeste,Santa Catarina
4807,São Lourenço do Piauí,Piauí
4808,São Lourenço do Sul,Rio Grande do Sul
4809,São Ludgero,Santa Catarina
4810,São Luís,Maranhão
4811,São Luís de Montes Belos,Goiás
4812,São Luís do Curu,Ceará
4813,São Luis do Piauí,Piauí
4814,São Luís do Quitunde,Alagoas
4815,São Luís Gonzaga do Maranhão,Maranhão
4816,São Luiz,Roraima
4817,São Luiz do Norte,Goiás
4818,São Luiz do Paraitinga,São Paulo
4819,São Luiz Gonzaga,Rio Grande do Sul
4820,São Mamede,Paraíba
4821,São Manoel do Paraná,Panamá
4822,São Manuel,São Paulo
4823,São Marcos,Rio Grande do Sul
4824,São Martinho,Santa Catarina
4825,São Martinho,Rio Grande do Sul
4826,São Martinho da Serra,Rio Grande do Sul
4827,São Mateus,Espírito Santo
4828,São Mateus do Maranhão,Maranhão
4829,São Mateus do Sul,Panamá
4830,São Miguel,Rio Grande do Norte
4831,São Miguel Arcanjo,São Paulo
4832,São Miguel da Baixa Grande,Piauí
4833,São Miguel da Boa Vista,Santa Catarina
4834,São Miguel das Matas,Bahia
4835,São Miguel das Missões,Rio Grande do Sul
4836,São Miguel de Taipu,Paraíba
4837,São Miguel do Aleixo,Sergipe
4838,São Miguel do Anta,Minas Gerais
4839,São Miguel do Araguaia,Goiás
4840,São Miguel do Fidalgo,Piauí
4841,São Miguel do Gostoso,Rio Grande do Norte
4842,São Miguel do Guamá,Pará
4843,São Miguel do Guaporé,Rondônia
4844,São Miguel do Iguaçu,Panamá
4845,São Miguel do Oeste,Santa Catarina
4846,São Miguel do Passa Quatro,Goiás
4847,São Miguel do Tapuio,Piauí
4848,São Miguel do Tocantins,Tocantins
4849,São Miguel dos Campos,Alagoas
4850,São Miguel dos Milagres,Alagoas
4851,São Nicolau,Rio Grande do Sul
4852,São Patrício,Goiás
4853,São Paulo,São Paulo
4854,São Paulo das Missões,Rio Grande do Sul
4855,São Paulo de Olivença,Amazonas
4856,São Paulo do Potengi,Rio Grande do Norte
4857,São Pedro,Rio Grande do Norte
4858,São Pedro,São Paulo
4859,São Pedro da Água Branca,Maranhão
4860,São Pedro da Aldeia,Rio de Janeiro
4861,São Pedro da Cipa,Mato Grosso
4862,São Pedro da Serra,Rio Grande do Sul
4863,São Pedro da União,Minas Gerais
4864,São Pedro das Missões,Rio Grande do Sul
4865,São Pedro de Alcântara,Santa Catarina
4866,São Pedro do Butiá,Rio Grande do Sul
4867,São Pedro do Iguaçu,Panamá
4868,São Pedro do Ivaí,Panamá
4869,São Pedro do Paraná,Panamá
4870,São Pedro do Piauí,Piauí
4871,São Pedro do Suaçuí,Minas Gerais
4872,São Pedro do Sul,Rio Grande do Sul
4873,São Pedro do Turvo,São Paulo
4874,São Pedro dos Crentes,Maranhão
4875,São Pedro dos Ferros,Minas Gerais
4876,São Rafael,Rio Grande do Norte
4877,São Raimundo das Mangabeiras,Maranhão
4878,São Raimundo do Doca Bezerra,Maranhão
4879,São Raimundo Nonato,Piauí
4880,São Roberto,Maranhão
4881,São Romão,Minas Gerais
4882,São Roque,São Paulo
4883,São Roque de Minas,Minas Gerais
4884,São Roque do Canaã,Espírito Santo
4885,São Salvador do Tocantins,Tocantins
4886,São Sebastião,São Paulo
4887,São Sebastião,Alagoas
4888,São Sebastião da Amoreira,Panamá
4889,São Sebastião da Bela Vista,Minas Gerais
4890,São Sebastião da Boa Vista,Pará
4891,São Sebastião da Grama,São Paulo
4892,São Sebastião da Vargem Alegre,Minas Gerais
4893,São Sebastião de Lagoa de Roça,Paraíba
4894,São Sebastião do Alto,Rio de Janeiro
4895,São Sebastião do Anta,Minas Gerais
4896,São Sebastião do Caí,Rio Grande do Sul
4897,São Sebastião do Maranhão,Minas Gerais
4898,São Sebastião do Oeste,Minas Gerais
4899,São Sebastião do Paraíso,Minas Gerais
4900,São Sebastião do Passé,Bahia
4901,São Sebastião do Rio Preto,Minas Gerais
4902,São Sebastião do Rio Verde,Minas Gerais
4903,São Sebastião do Tocantins,Tocantins
4904,São Sebastião do Uatumã,Amazonas
4905,São Sebastião do Umbuzeiro,Paraíba
4906,São Sepé,Rio Grande do Sul
4907,São Simão,São Paulo
4908,São Simão,Goiás
4909,São Thomé das Letras,Minas Gerais
4910,São Tiago,Minas Gerais
4911,São Tomás de Aquino,Minas Gerais
4912,São Tomé,Panamá
4913,São Tomé,Rio Grande do Norte
4914,São Valentim,Rio Grande do Sul
4915,São Valentim do Sul,Rio Grande do Sul
4916,São Valério,Tocantins
4917,São Valério do Sul,Rio Grande do Sul
4918,São Vendelino,Rio Grande do Sul
4919,São Vicente,São Paulo
4920,São Vicente,Rio Grande do Norte
4921,São Vicente de Minas,Minas Gerais
4922,São Vicente do Seridó,Paraíba
4923,São Vicente do Sul,Rio Grande do Sul
4924,São Vicente Ferrer,Pernambuco
4925,São Vicente Ferrer,Maranhão
4926,Sapé,Paraíba
4927,Sapeaçu,Bahia
4928,Sapezal,Mato Grosso
4929,Sapiranga,Rio Grande do Sul
4930,Sapopema,Panamá
4931,Sapucaí-Mirim,Minas Gerais
4932,Sapucaia,Pará
4933,Sapucaia,Rio de Janeiro
4934,Sapucaia do Sul,Rio Grande do Sul
4935,Saquarema,Rio de Janeiro
4936,Sarandi,Panamá
4937,Sarandi,Rio Grande do Sul
4938,Sarapuí,São Paulo
4939,Sardoá,Minas Gerais
4940,Sarutaiá,São Paulo
4941,Sarzedo,Minas Gerais
4942,Sátiro Dias,Bahia
4943,Satuba,Alagoas
4944,Satubinha,Maranhão
4945,Saubara,Bahia
4946,Saudade do Iguaçu,Panamá
4947,Saudades,Santa Catarina
4948,Saúde,Bahia
4949,Schroeder,Santa Catarina
4950,Seabra,Bahia
4951,Seara,Santa Catarina
4952,Sebastianópolis do Sul,São Paulo
4953,Sebastião Barros,Piauí
4954,Sebastião Laranjeiras,Bahia
4955,Sebastião Leal,Piauí
4956,Seberi,Rio Grande do Sul
4957,Sede Nova,Rio Grande do Sul
4958,Segredo,Rio Grande do Sul
4959,Selbach,Rio Grande do Sul
4960,Selvíria,Mato Grosso do Sul
4961,Sem-Peixe,Minas Gerais
4962,Sena Madureira,Acre
4963,Senador Alexandre Costa,Maranhão
4964,Senador Amaral,Minas Gerais
4965,Senador Canedo,Goiás
4966,Senador Cortes,Minas Gerais
4967,Senador Elói de Souza,Rio Grande do Norte
4968,Senador Firmino,Minas Gerais
4969,Senador Georgino Avelino,Rio Grande do Norte
4970,Senador Guiomard,Acre
4971,Senador José Bento,Minas Gerais
4972,Senador José Porfírio,Pará
4973,Senador La Rocque,Maranhão
4974,Senador Modestino Gonçalves,Minas Gerais
4975,Senador Pompeu,Ceará
4976,Senador Rui Palmeira,Alagoas
4977,Senador Sá,Ceará
4978,Senador Salgado Filho,Rio Grande do Sul
4979,Sengés,Panamá
4980,Senhor do Bonfim,Bahia
4981,Senhora de Oliveira,Minas Gerais
4982,Senhora do Porto,Minas Gerais
4983,Senhora dos Remédios,Minas Gerais
4984,Sentinela do Sul,Rio Grande do Sul
4985,Sento Sé,Bahia
4986,Serafina Corrêa,Rio Grande do Sul
4987,Sericita,Minas Gerais
4988,Seringueiras,Rondônia
4989,Sério,Rio Grande do Sul
4990,Seritinga,Minas Gerais
4991,Seropédica,Rio de Janeiro
4992,Serra,Espírito Santo
4993,Serra Alta,Santa Catarina
4994,Serra Azul,São Paulo
4995,Serra Azul de Minas,Minas Gerais
4996,Serra Branca,Paraíba
4997,Serra Caiada,Rio Grande do Norte
4998,Serra da Raiz,Paraíba
4999,Serra da Saudade,Minas Gerais
5000,Serra de São Bento,Rio Grande do Norte
5001,Serra do Mel,Rio Grande do Norte
5002,Serra do Navio,Amapá
5003,Serra do Ramalho,Bahia
5004,Serra do Salitre,Minas Gerais
5005,Serra dos Aimorés,Minas Gerais
5006,Serra Dourada,Bahia
5007,Serra Grande,Paraíba
5008,Serra Negra,São Paulo
5009,Serra Negra do Norte,Rio Grande do Norte
5010,Serra Nova Dourada,Mato Grosso
5011,Serra Preta,Bahia
5012,Serra Redonda,Paraíba
5013,Serra Talhada,Pernambuco
5014,Serrana,São Paulo
5015,Serrania,Minas Gerais
5016,Serrano do Maranhão,Maranhão
5017,Serranópolis,Goiás
5018,Serranópolis de Minas,Minas Gerais
5019,Serranópolis do Iguaçu,Panamá
5020,Serranos,Minas Gerais
5021,Serraria,Paraíba
5022,Serrinha,Rio Grande do Norte
5023,Serrinha,Bahia
5024,Serrinha dos Pintos,Rio Grande do Norte
5025,Serrita,Pernambuco
5026,Serro,Minas Gerais
5027,Serrolândia,Bahia
5028,Sertaneja,Panamá
5029,Sertânia,Pernambuco
5030,Sertanópolis,Panamá
5031,Sertão,Rio Grande do Sul
5032,Sertão Santana,Rio Grande do Sul
5033,Sertãozinho,São Paulo
5034,Sertãozinho,Paraíba
5035,Sete Barras,São Paulo
5036,Sete de Setembro,Rio Grande do Sul
5037,Sete Lagoas,Minas Gerais
5038,Sete Quedas,Mato Grosso do Sul
5039,Setubinha,Minas Gerais
5040,Severiano de Almeida,Rio Grande do Sul
5041,Severiano Melo,Rio Grande do Norte
5042,Severínia,São Paulo
5043,Siderópolis,Santa Catarina
5044,Sidrolândia,Mato Grosso do Sul
5045,Sigefredo Pacheco,Piauí
5046,Silva Jardim,Rio de Janeiro
5047,Silvânia,Goiás
5048,Silvanópolis,Tocantins
5049,Silveira Martins,Rio Grande do Sul
5050,Silveirânia,Minas Gerais
5051,Silveiras,São Paulo
5052,Silves,Amazonas
5053,Silvianópolis,Minas Gerais
5054,Simão Dias,Sergipe
5055,Simão Pereira,Minas Gerais
5056,Simões,Piauí
5057,Simões Filho,Bahia
5058,Simolândia,Goiás
5059,Simonésia,Minas Gerais
5060,Simplício Mendes,Piauí
5061,Sinimbu,Rio Grande do Sul
5062,Sinop,Mato Grosso
5063,Siqueira Campos,Panamá
5064,Sirinhaém,Pernambuco
5065,Siriri,Sergipe
5066,Sítio d'Abadia,Goiás
5067,Sítio do Mato,Bahia
5068,Sítio do Quinto,Bahia
5069,Sítio Novo,Maranhão
5070,Sítio Novo,Rio Grande do Norte
5071,Sítio Novo do Tocantins,Tocantins
5072,Sobradinho,Bahia
5073,Sobradinho,Rio Grande do Sul
5074,Sobrado,Paraíba
5075,Sobral,Ceará
5076,Sobrália,Minas Gerais
5077,Socorro,São Paulo
5078,Socorro do Piauí,Piauí
5079,Solânea,Paraíba
5080,Soledade,Paraíba
5081,Soledade,Rio Grande do Sul
5082,Soledade de Minas,Minas Gerais
5083,Solidão,Pernambuco
5084,Solonópole,Ceará
5085,Sombrio,Santa Catarina
5086,Sonora,Mato Grosso do Sul
5087,Sooretama,Espírito Santo
5088,Sorocaba,São Paulo
5089,Sorriso,Mato Grosso
5090,Sossêgo,Paraíba
5091,Soure,Pará
5092,Sousa,Paraíba
5093,Souto Soares,Bahia
5094,Sucupira,Tocantins
5095,Sucupira do Norte,Maranhão
5096,Sucupira do Riachão,Maranhão
5097,Sud Mennucci,São Paulo
5098,Sul Brasil,Santa Catarina
5099,Sulina,Panamá
5100,Sumaré,São Paulo
5101,Sumé,Paraíba
5102,Sumidouro,Rio de Janeiro
5103,Surubim,Pernambuco
5104,Sussuapara,Piauí
5105,Suzanápolis,São Paulo
5106,Suzano,São Paulo
5107,Tabaí,Rio Grande do Sul
5108,Tabaporã,Mato Grosso
5109,Tabapuã,São Paulo
5110,Tabatinga,São Paulo
5111,Tabatinga,Amazonas
5112,Tabira,Pernambuco
5113,Taboão da Serra,São Paulo
5114,Tabocas do Brejo Velho,Bahia
5115,Taboleiro Grande,Rio Grande do Norte
5116,Tabuleiro,Minas Gerais
5117,Tabuleiro do Norte,Ceará
5118,Tacaimbó,Pernambuco
5119,Tacaratu,Pernambuco
5120,Taciba,São Paulo
5121,Tacima,Paraíba
5122,Tacuru,Mato Grosso do Sul
5123,Taguaí,São Paulo
5124,Taguatinga,Tocantins
5125,Taiaçu,São Paulo
5126,Tailândia,Pará
5127,Taió,Santa Catarina
5128,Taiobeiras,Minas Gerais
5129,Taipas do Tocantins,Tocantins
5130,Taipu,Rio Grande do Norte
5131,Taiúva,São Paulo
5132,Talismã,Tocantins
5133,Tamandaré,Pernambuco
5134,Tamarana,Panamá
5135,Tambaú,São Paulo
5136,Tamboara,Panamá
5137,Tamboril,Ceará
5138,Tamboril do Piauí,Piauí
5139,Tanabi,São Paulo
5140,Tangará,Rio Grande do Norte
5141,Tangará,Santa Catarina
5142,Tangará da Serra,Mato Grosso
5143,Tanguá,Rio de Janeiro
5144,Tanhaçu,Bahia
5145,Tanque d'Arca,Alagoas
5146,Tanque do Piauí,Piauí
5147,Tanque Novo,Bahia
5148,Tanquinho,Bahia
5149,Taparuba,Minas Gerais
5150,Tapauá,Amazonas
5151,Tapejara,Panamá
5152,Tapejara,Rio Grande do Sul
5153,Tapera,Rio Grande do Sul
5154,Taperoá,Bahia
5155,Taperoá,Paraíba
5156,Tapes,Rio Grande do Sul
5157,Tapira,Panamá
5158,Tapira,Minas Gerais
5159,Tapiraí,Minas Gerais
5160,Tapiraí,São Paulo
5161,Tapiramutá,Bahia
5162,Tapiratiba,São Paulo
5163,Tapurah,Mato Grosso
5164,Taquara,Rio Grande do Sul
5165,Taquaraçu de Minas,Minas Gerais
5166,Taquaral,São Paulo
5167,Taquaral de Goiás,Goiás
5168,Taquarana,Alagoas
5169,Taquari,Rio Grande do Sul
5170,Taquaritinga,São Paulo
5171,Taquaritinga do Norte,Pernambuco
5172,Taquarituba,São Paulo
5173,Taquarivaí,São Paulo
5174,Taquaruçu do Sul,Rio Grande do Sul
5175,Taquarussu,Mato Grosso do Sul
5176,Tarabai,São Paulo
5177,Tarauacá,Acre
5178,Tarrafas,Ceará
5179,Tartarugalzinho,Amapá
5180,Tarumã,São Paulo
5181,Tarumirim,Minas Gerais
5182,Tasso Fragoso,Maranhão
5183,Tatuí,São Paulo
5184,Tauá,Ceará
5185,Taubaté,São Paulo
5186,Tavares,Rio Grande do Sul
5187,Tavares,Paraíba
5188,Tefé,Amazonas
5189,Teixeira,Paraíba
5190,Teixeira de Freitas,Bahia
5191,Teixeira Soares,Panamá
5192,Teixeiras,Minas Gerais
5193,Teixeirópolis,Rondônia
5194,Tejuçuoca,Ceará
5195,Tejupá,São Paulo
5196,Telêmaco Borba,Panamá
5197,Telha,Sergipe
5198,Tenente Ananias,Rio Grande do Norte
5199,Tenente Laurentino Cruz,Rio Grande do Norte
5200,Tenente Portela,Rio Grande do Sul
5201,Tenório,Paraíba
5202,Teodoro Sampaio,Bahia
5203,Teodoro Sampaio,São Paulo
5204,Teofilândia,Bahia
5205,Teófilo Otoni,Minas Gerais
5206,Teolândia,Bahia
5207,Teotônio Vilela,Alagoas
5208,Terenos,Mato Grosso do Sul
5209,Teresina,Piauí
5210,Teresina de Goiás,Goiás
5211,Teresópolis,Rio de Janeiro
5212,Terezinha,Pernambuco
5213,Terezópolis de Goiás,Goiás
5214,Terra Alta,Pará
5215,Terra Boa,Panamá
5216,Terra de Areia,Rio Grande do Sul
5217,Terra Nova,Bahia
5218,Terra Nova,Pernambuco
5219,Terra Nova do Norte,Mato Grosso
5220,Terra Rica,Panamá
5221,Terra Roxa,Panamá
5222,Terra Roxa,São Paulo
5223,Terra Santa,Pará
5224,Tesouro,Mato Grosso
5225,Teutônia,Rio Grande do Sul
5226,Theobroma,Rondônia
5227,Tianguá,Ceará
5228,Tibagi,Panamá
5229,Tibau,Rio Grande do Norte
5230,Tibau do Sul,Rio Grande do Norte
5231,Tietê,São Paulo
5232,Tigrinhos,Santa Catarina
5233,Tijucas,Santa Catarina
5234,Tijucas do Sul,Panamá
5235,Timbaúba,Pernambuco
5236,Timbaúba dos Batistas,Rio Grande do Norte
5237,Timbé do Sul,Santa Catarina
5238,Timbiras,Maranhão
5239,Timbó,Santa Catarina
5240,Timbó Grande,Santa Catarina
5241,Timburi,São Paulo
5242,Timon,Maranhão
5243,Timóteo,Minas Gerais
5244,Tio Hugo,Rio Grande do Sul
5245,Tiradentes,Minas Gerais
5246,Tiradentes do Sul,Rio Grande do Sul
5247,Tiros,Minas Gerais
5248,Tobias Barreto,Sergipe
5249,Tocantínia,Tocantins
5250,Tocantinópolis,Tocantins
5251,Tocantins,Minas Gerais
5252,Tocos do Moji,Minas Gerais
5253,Toledo,Minas Gerais
5254,Toledo,Panamá
5255,Tomar do Geru,Sergipe
5256,Tomazina,Panamá
5257,Tombos,Minas Gerais
5258,Tomé-Açu,Pará
5259,Tonantins,Amazonas
5260,Toritama,Pernambuco
5261,Torixoréu,Mato Grosso
5262,Toropi,Rio Grande do Sul
5263,Torre de Pedra,São Paulo
5264,Torres,Rio Grande do Sul
5265,Torrinha,São Paulo
5266,Touros,Rio Grande do Norte
5267,Trabiju,São Paulo
5268,Tracuateua,Pará
5269,Tracunhaém,Pernambuco
5270,Traipu,Alagoas
5271,Trairão,Pará
5272,Trairi,Ceará
5273,Trajano de Moraes,Rio de Janeiro
5274,Tramandaí,Rio Grande do Sul
5275,Travesseiro,Rio Grande do Sul
5276,Tremedal,Bahia
5277,Tremembé,São Paulo
5278,Três Arroios,Rio Grande do Sul
5279,Três Barras,Santa Catarina
5280,Três Barras do Paraná,Panamá
5281,Três Cachoeiras,Rio Grande do Sul
5282,Três Corações,Minas Gerais
5283,Três Coroas,Rio Grande do Sul
5284,Três de Maio,Rio Grande do Sul
5285,Três Forquilhas,Rio Grande do Sul
5286,Três Fronteiras,São Paulo
5287,Três Lagoas,Mato Grosso do Sul
5288,Três Marias,Minas Gerais
5289,Três Palmeiras,Rio Grande do Sul
5290,Três Passos,Rio Grande do Sul
5291,Três Pontas,Minas Gerais
5292,Três Ranchos,Goiás
5293,Três Rios,Rio de Janeiro
5294,Treviso,Santa Catarina
5295,Treze de Maio,Santa Catarina
5296,Treze Tílias,Santa Catarina
5297,Trindade,Goiás
5298,Trindade,Pernambuco
5299,Trindade do Sul,Rio Grande do Sul
5300,Triunfo,Rio Grande do Sul
5301,Triunfo,Paraíba
5302,Triunfo,Pernambuco
5303,Triunfo Potiguar,Rio Grande do Norte
5304,Trizidela do Vale,Maranhão
5305,Trombas,Goiás
5306,Trombudo Central,Santa Catarina
5307,Tubarão,Santa Catarina
5308,Tucano,Bahia
5309,Tucumã,Pará
5310,Tucunduva,Rio Grande do Sul
5311,Tucuruí,Pará
5312,Tufilândia,Maranhão
5313,Tuiuti,São Paulo
5314,Tumiritinga,Minas Gerais
5315,Tunápolis,Santa Catarina
5316,Tunas,Rio Grande do Sul
5317,Tunas do Paraná,Panamá
5318,Tuneiras do Oeste,Panamá
5319,Tuntum,Maranhão
5320,Tupã,São Paulo
5321,Tupaciguara,Minas Gerais
5322,Tupanatinga,Pernambuco
5323,Tupanci do Sul,Rio Grande do Sul
5324,Tupanciretã,Rio Grande do Sul
5325,Tupandi,Rio Grande do Sul
5326,Tuparendi,Rio Grande do Sul
5327,Tuparetama,Pernambuco
5328,Tupãssi,Panamá
5329,Tupi Paulista,São Paulo
5330,Tupirama,Tocantins
5331,Tupiratins,Tocantins
5332,Turiaçu,Maranhão
5333,Turilândia,Maranhão
5334,Turiúba,São Paulo
5335,Turmalina,São Paulo
5336,Turmalina,Minas Gerais
5337,Turuçu,Rio Grande do Sul
5338,Tururu,Ceará
5339,Turvânia,Goiás
5340,Turvelândia,Goiás
5341,Turvo,Panamá
5342,Turvo,Santa Catarina
5343,Turvolândia,Minas Gerais
5344,Tutóia,Maranhão
5345,Uarini,Amazonas
5346,Uauá,Bahia
5347,Ubá,Minas Gerais
5348,Ubaí,Minas Gerais
5349,Ubaíra,Bahia
5350,Ubaitaba,Bahia
5351,Ubajara,Ceará
5352,Ubaporanga,Minas Gerais
5353,Ubarana,São Paulo
5354,Ubatã,Bahia
5355,Ubatuba,São Paulo
5356,Uberaba,Minas Gerais
5357,Uberlândia,Minas Gerais
5358,Ubirajara,São Paulo
5359,Ubiratã,Panamá
5360,Ubiretama,Rio Grande do Sul
5361,Uchoa,São Paulo
5362,Uibaí,Bahia
5363,Uiramutã,Roraima
5364,Uirapuru,Goiás
5365,Uiraúna,Paraíba
5366,Ulianópolis,Pará
5367,Umari,Ceará
5368,Umarizal,Rio Grande do Norte
5369,Umbaúba,Sergipe
5370,Umburanas,Bahia
5371,Umburatiba,Minas Gerais
5372,Umbuzeiro,Paraíba
5373,Umirim,Ceará
5374,Umuarama,Panamá
5375,Una,Bahia
5376,Unaí,Minas Gerais
5377,União,Piauí
5378,União da Serra,Rio Grande do Sul
5379,União da Vitória,Panamá
5380,União de Minas,Minas Gerais
5381,União do Oeste,Santa Catarina
5382,União do Sul,Mato Grosso
5383,União dos Palmares,Alagoas
5384,União Paulista,São Paulo
5385,Uniflor,Panamá
5386,Unistalda,Rio Grande do Sul
5387,Upanema,Rio Grande do Norte
5388,Uraí,Panamá
5389,Urandi,Bahia
5390,Urânia,São Paulo
5391,Urbano Santos,Maranhão
5392,Uru,São Paulo
5393,Uruaçu,Goiás
5394,Uruana,Goiás
5395,Uruana de Minas,Minas Gerais
5396,Uruará,Pará
5397,Urubici,Santa Catarina
5398,Uruburetama,Ceará
5399,Urucânia,Minas Gerais
5400,Urucará,Amazonas
5401,Uruçuca,Bahia
5402,Uruçuí,Piauí
5403,Urucuia,Minas Gerais
5404,Urucurituba,Amazonas
5405,Uruguaiana,Rio Grande do Sul
5406,Uruoca,Ceará
5407,Urupá,Rondônia
5408,Urupema,Santa Catarina
5409,Urupês,São Paulo
5410,Urussanga,Santa Catarina
5411,Urutaí,Goiás
5412,Utinga,Bahia
5413,Vacaria,Rio Grande do Sul
5414,Vale de São Domingos,Mato Grosso
5415,Vale do Anari,Rondônia
5416,Vale do Paraíso,Rondônia
5417,Vale do Sol,Rio Grande do Sul
5418,Vale Real,Rio Grande do Sul
5419,Vale Verde,Rio Grande do Sul
5420,Valença,Bahia
5421,Valença,Rio de Janeiro
5422,Valença do Piauí,Piauí
5423,Valente,Bahia
5424,Valentim Gentil,São Paulo
5425,Valinhos,São Paulo
5426,Valparaíso,São Paulo
5427,Valparaíso de Goiás,Goiás
5428,Vanini,Rio Grande do Sul
5429,Vargeão,Santa Catarina
5430,Vargem,Santa Catarina
5431,Vargem,São Paulo
5432,Vargem Alegre,Minas Gerais
5433,Vargem Alta,Espírito Santo
5434,Vargem Bonita,Minas Gerais
5435,Vargem Bonita,Santa Catarina
5436,Vargem Grande,Maranhão
5437,Vargem Grande do Rio Pardo,Minas Gerais
5438,Vargem Grande do Sul,São Paulo
5439,Vargem Grande Paulista,São Paulo
5440,Varginha,Minas Gerais
5441,Varjão,Goiás
5442,Varjão de Minas,Minas Gerais
5443,Varjota,Ceará
5444,Varre-Sai,Rio de Janeiro
5445,Várzea,Rio Grande do Norte
5446,Várzea,Paraíba
5447,Várzea Alegre,Ceará
5448,Várzea Branca,Piauí
5449,Várzea da Palma,Minas Gerais
5450,Várzea da Roça,Bahia
5451,Várzea do Poço,Bahia
5452,Várzea Grande,Piauí
5453,Várzea Grande,Mato Grosso
5454,Várzea Nova,Bahia
5455,Várzea Paulista,São Paulo
5456,Varzedo,Bahia
5457,Varzelândia,Minas Gerais
5458,Vassouras,Rio de Janeiro
5459,Vazante,Minas Gerais
5460,Venâncio Aires,Rio Grande do Sul
5461,Venda Nova do Imigrante,Espírito Santo
5462,Venha-Ver,Rio Grande do Norte
5463,Ventania,Panamá
5464,Venturosa,Pernambuco
5465,Vera,Mato Grosso
5466,Vera Cruz,Rio Grande do Norte
5467,Vera Cruz,Bahia
5468,Vera Cruz,Rio Grande do Sul
5469,Vera Cruz,São Paulo
5470,Vera Cruz do Oeste,Panamá
5471,Vera Mendes,Piauí
5472,Veranópolis,Rio Grande do Sul
5473,Verdejante,Pernambuco
5474,Verdelândia,Minas Gerais
5475,Verê,Panamá
5476,Vereda,Bahia
5477,Veredinha,Minas Gerais
5478,Veríssimo,Minas Gerais
5479,Vermelho Novo,Minas Gerais
5480,Vertente do Lério,Pernambuco
5481,Vertentes,Pernambuco
5482,Vespasiano,Minas Gerais
5483,Vespasiano Corrêa,Rio Grande do Sul
5484,Viadutos,Rio Grande do Sul
5485,Viamão,Rio Grande do Sul
5486,Viana,Espírito Santo
5487,Viana,Maranhão
5488,Vianópolis,Goiás
5489,Vicência,Pernambuco
5490,Vicente Dutra,Rio Grande do Sul
5491,Vicentina,Mato Grosso do Sul
5492,Vicentinópolis,Goiás
5493,Viçosa,Rio Grande do Norte
5494,Viçosa,Alagoas
5495,Viçosa,Minas Gerais
5496,Viçosa do Ceará,Ceará
5497,Victor Graeff,Rio Grande do Sul
5498,Vidal Ramos,Santa Catarina
5499,Videira,Santa Catarina
5500,Vieiras,Minas Gerais
5501,Vieirópolis,Paraíba
5502,Vigia,Pará
5503,Vila Bela da Santíssima Trindade,Mato Grosso
5504,Vila Boa,Goiás
5505,Vila Flor,Rio Grande do Norte
5506,Vila Flores,Rio Grande do Sul
5507,Vila Lângaro,Rio Grande do Sul
5508,Vila Maria,Rio Grande do Sul
5509,Vila Nova do Piauí,Piauí
5510,Vila Nova do Sul,Rio Grande do Sul
5511,Vila Nova dos Martírios,Maranhão
5512,Vila Pavão,Espírito Santo
5513,Vila Propício,Goiás
5514,Vila Rica,Mato Grosso
5515,Vila Valério,Espírito Santo
5516,Vila Velha,Espírito Santo
5517,Vilhena,Rondônia
5518,Vinhedo,São Paulo
5519,Viradouro,São Paulo
5520,Virgem da Lapa,Minas Gerais
5521,Virgínia,Minas Gerais
5522,Virginópolis,Minas Gerais
5523,Virgolândia,Minas Gerais
5524,Virmond,Panamá
5525,Visconde do Rio Branco,Minas Gerais
5526,Viseu,Pará
5527,Vista Alegre,Rio Grande do Sul
5528,Vista Alegre do Alto,São Paulo
5529,Vista Alegre do Prata,Rio Grande do Sul
5530,Vista Gaúcha,Rio Grande do Sul
5531,Vista Serrana,Paraíba
5532,Vitor Meireles,Santa Catarina
5533,Vitória,Espírito Santo
5534,Vitória Brasil,São Paulo
5535,Vitória da Conquista,Bahia
5536,Vitória das Missões,Rio Grande do Sul
5537,Vitória de Santo Antão,Pernambuco
5538,Vitória do Jari,Amapá
5539,Vitória do Mearim,Maranhão
5540,Vitória do Xingu,Pará
5541,Vitorino,Panamá
5542,Vitorino Freire,Maranhão
5543,Volta Grande,Minas Gerais
5544,Volta Redonda,Rio de Janeiro
5545,Votorantim,São Paulo
5546,Votuporanga,São Paulo
5547,Wagner,Bahia
5548,Wall Ferraz,Piauí
5549,Wanderlândia,Tocantins
5550,Wanderley,Bahia
5551,Wenceslau Braz,Minas Gerais
5552,Wenceslau Braz,Panamá
5553,Wenceslau Guimarães,Bahia
5554,Westfália,Rio Grande do Sul
5555,Witmarsum,Santa Catarina
5556,Xambioá,Tocantins
5557,Xambrê,Panamá
5558,Xangri-lá,Rio Grande do Sul
5559,Xanxerê,Santa Catarina
5560,Xapuri,Acre
5561,Xavantina,Santa Catarina
5562,Xaxim,Santa Catarina
5563,Xexéu,Pernambuco
5564,Xinguara,Pará
5565,Xique-Xique,Bahia
5566,Zabelê,Paraíba
5567,Zacarias,São Paulo
5568,Zé Doca,Maranhão
5569,Zortéa,Santa Catarina
